,title,date,URL,summary,topic
107,Microsoft now uses Windows 10 Search to promote Bing Searches,"Tue, 09 Jun 2020 03:30:00 EDT",https://www.bleepingcomputer.com/news/microsoft/microsoft-now-uses-windows-10-search-to-promote-bing-searches/,"Microsoft has started to display ""Learn something new"" alerts that promote Bing search categories via the Windows 10 search field. [...]",other
108,Maze Ransomware adds Ragnar Locker to its extortion cartel,"Mon, 08 Jun 2020 19:56:29 EDT",https://www.bleepingcomputer.com/news/security/maze-ransomware-adds-ragnar-locker-to-its-extortion-cartel/,A second ransomware gang has partnered with Maze Ransomware to use their data leak platform to extort victims whose unencrypted files were stolen. [...],data issues
109,"CallStranger UPnP bug allows data theft, DDoS attacks, LAN scans","Mon, 08 Jun 2020 18:47:18 EDT",https://www.bleepingcomputer.com/news/security/callstranger-upnp-bug-allows-data-theft-ddos-attacks-lan-scans/,"A vulnerability in the Universal Plug and Play protocol implemented in billions of devices can be exploited to exfiltrate data, turn them into bots for distributed denial-of-service attacks (DDoS), and scan internal networks. [...]",data issues
110,Microsoft Releases June 2020 Security Patches For 129 Vulnerabilities,"Tue, 09 Jun 2020 11:14:16 PDT",http://feedproxy.google.com/~r/TheHackersNews/~3/-ZrKOECVLrg/windows-update-june.html,"Microsoft today released its June 2020 batch of software security updates that patches a total of 129 newly discovered vulnerabilities affecting various versions of Windows operating systems and related products.

This is the third Patch Tuesday update since the beginning of the global Covid-19 outbreak, putting some extra pressure on security teams struggling to keep up with patch management",other
111,Security Drift – The Silent Killer,"Tue, 09 Jun 2020 07:54:59 PDT",http://feedproxy.google.com/~r/TheHackersNews/~3/Na346CwKnXE/security-drift-silent-killer.html,"Global spending on cybersecurity products and services is predicted to exceed $1 trillion during the period of five years, between 2017 to 2021, with different analysts predicting the Compound Annual Growth Rate (CAGR) at anywhere between 8 to 15%.

It is not surprising to see this growth in spending, which is primarily driven by the evolving sophistication and volume of attacks as well as the",other
112,Magecart Targets Emergency Services-related Sites via Insecure S3 Buckets,"Tue, 09 Jun 2020 00:07:13 PDT",http://feedproxy.google.com/~r/TheHackersNews/~3/rSl1d3MCvBE/magecart-skimmer-amazon.html,"Hacking groups are continuing to leverage misconfigured AWS S3 data storage buckets to insert malicious code into websites in an attempt to swipe credit card information and carry out malvertising campaigns.

In a new report shared with The Hacker News, cybersecurity firm RiskIQ said it identified three compromised websites belonging to Endeavor Business Media last month that are still hosting",data issues
113,Any Indian DigiLocker Account Could've Been Accessed Without Password,"Mon, 08 Jun 2020 08:45:46 PDT",http://feedproxy.google.com/~r/TheHackersNews/~3/yq3umHV9zuM/aadhar-digilocker-hacked.html,"The Indian Government said it has addressed a critical vulnerability in its secure document wallet service Digilocker that could have potentially let a remote attacker bypass mobile one-time passwords (OTP) and sign in as other users.

Discovered separately by two independent bug bounty researchers, Mohesh Mohan and Ashish Gahlot, the vulnerability could have been exploited easily to",vulnerabilities
114,New USBCulprit Espionage Tool Steals Data From Air-Gapped Computers,"Thu, 04 Jun 2020 01:31:39 PDT",http://feedproxy.google.com/~r/TheHackersNews/~3/edDkRq-BLDs/air-gap-malware-usbculprit.html,"A Chinese threat actor has developed new capabilities to target air-gapped systems in an attempt to exfiltrate sensitive data for espionage, according to a newly published research by Kaspersky yesterday.

The APT, known as Cycldek, Goblin Panda, or Conimes, employs an extensive toolset for lateral movement and information stealing in victim networks, including previously unreported custom",data issues
115,Two Critical Flaws in Zoom Could've Let Attackers Hack Systems via Chat,"Wed, 03 Jun 2020 08:53:45 PDT",http://feedproxy.google.com/~r/TheHackersNews/~3/qgszbhEPRd0/zoom-video-software-hacking.html,"If you're using Zoom—especially during this challenging time to cope with your schooling, business, or social engagement—make sure you are running the latest version of the widely popular video conferencing software on your Windows, macOS, or Linux computers.

No, it's not about the arrival of the most-awaited ""real"" end-to-end encryption feature, which apparently, according to the latest news,",other
116,Newly Patched SAP ASE Flaws Could Let Attackers Hack Database Servers,"Wed, 03 Jun 2020 06:10:44 PDT",http://feedproxy.google.com/~r/TheHackersNews/~3/omVi9bBEkJM/newly-patched-sap-ase-flaws-could-let.html,"A new set of critical vulnerabilities uncovered in SAP's Sybase database software can grant unprivileged attackers complete control over a targeted database and even the underlying operating system in certain scenarios.

The six flaws, disclosed by cybersecurity firm Trustwave today, reside in Sybase Adaptive Server Enterprise (ASE), a relational database management software geared towards",data issues
117,New Skill Testing Platform For 6 Most In-Demand Cybersecurity Jobs,"Wed, 03 Jun 2020 04:16:35 PDT",http://feedproxy.google.com/~r/TheHackersNews/~3/nKKagwcMfng/cybersecurity-jobs-skill-testing.html,"Building a security team is a necessity for organizations of all industries and sizes. It makes selecting the right person for the job a critical task in which testing candidates' domain knowledge is a core component of the hiring process.

A common practice is for each organization to put together a dedicated set of questions for each role.

Today, Cynet launches the Cybersecurity Skill Tests",other
118,Critical VMware Cloud Director Flaw Lets Hackers Take Over Corporate Servers,"Mon, 01 Jun 2020 22:37:18 PDT",http://feedproxy.google.com/~r/TheHackersNews/~3/1LPKw-7UuUE/vmware-cloud-director-exploit.html,"Cybersecurity researchers today disclosed details for a new vulnerability in VMware's Cloud Director platform that could potentially allow an attacker to gain access to sensitive information and control private clouds within an entire infrastructure.

Tracked as CVE-2020-3956, the code injection flaw stems from an improper input handling that could be abused by an authenticated attacker to",vulnerabilities
119,How to Create a Culture of Kick-Ass DevSecOps Engineers,"Mon, 01 Jun 2020 05:06:28 PDT",http://feedproxy.google.com/~r/TheHackersNews/~3/GZuV-q3AM4I/devsecops-engineers.html,"Much like technology itself, the tools, techniques, and optimum processes for developing code evolve quickly. We humans have an insatiable need for more software, more features, more functionality… and we want it faster than ever before, more qualitative, and on top of that: Secure.

With an estimated 68% of organizations experiencing zero-day attacks from undisclosed/unknown vulnerabilities",other
120,Joomla Resources Directory (JRD) Portal Suffers Data Breach,"Mon, 01 Jun 2020 04:34:02 PDT",http://feedproxy.google.com/~r/TheHackersNews/~3/LxnzvQRnISs/joomla-data-breach.html,"Joomla, one of the most popular Open-source content management systems (CMS), last week announced a new data breach impacting 2,700 users who have an account with its resources directory (JRD) website, i.e., resources.joomla.org.

The breach exposed affected users' personal information, such as full names, business addresses, email addresses, phone numbers, and encrypted passwords.

The",data issues
121,Critical 'Sign in with Apple' Bug Could Have Let Attackers Hijack Anyone's Account,"Sat, 30 May 2020 08:43:58 PDT",http://feedproxy.google.com/~r/TheHackersNews/~3/T19SZVK-b7s/sign-in-with-apple-hacking.html,"Apple recently paid Indian vulnerability researcher Bhavuk Jain a huge $100,000 bug bounty for reporting a highly critical vulnerability affecting its 'Sign in with Apple' system.

The now-patched vulnerability could have allowed remote attackers to bypass authentication and take over targeted users' accounts on third-party services and apps that have been registered using 'Sign in with Apple'",vulnerabilities
122,New Noise-Resilient Attack On Intel and AMD CPUs Makes Flush-based Attacks Effective,"Sat, 30 May 2020 03:32:55 PDT",http://feedproxy.google.com/~r/TheHackersNews/~3/wewHRT5tHLE/noise-resilient-flush-attack.html,"Modern Intel and AMD processors are susceptible to a new form of side-channel attack that makes flush-based cache attacks resilient to system noise, newly published research shared with The Hacker News has revealed.

The findings are from a paper ""DABANGG: Time for Fearless Flush based Cache Attacks"" published by a pair of researchers, Biswabandan Panda and Anish Saxena, from the Indian",other
123,Exclusive – Any Mitron (Viral TikTok Clone) Profile Can Be Hacked in Seconds,"Sat, 30 May 2020 00:56:49 PDT",http://feedproxy.google.com/~r/TheHackersNews/~3/LOwl7zcSjsY/titok-mitron-app-hacking.html,"Mitron (means ""friends"" in Hindi), you have been fooled again!

Mitron is not really a 'Made in India' product, and the viral app contains a highly critical, unpatched vulnerability that could allow anyone to hack into any user account without requiring interaction from the targeted users or their passwords.

I am sure many of you already know what TikTok is, and those still unaware, it's a",vulnerabilities
124,A New Free Monitoring Tool to Measure Your Dark Web Exposure,"Thu, 28 May 2020 03:35:40 PDT",http://feedproxy.google.com/~r/TheHackersNews/~3/JcvG1Gl9FsU/dark-web-monitoring-tool.html,"Last week, application security company ImmuniWeb released a new free tool to monitor and measure an organization's exposure on the Dark Web.

To improve the decision-making process for cybersecurity professionals, the free tool crawls Dark Web marketplaces, hacking forums, and Surface Web resources such as Pastebin or GitHub to provide you with a classified schema of your data being offered",data issues
125,Researchers Uncover Brazilian Hacktivist's Identity Who Defaced Over 4800 Sites,"Thu, 28 May 2020 02:52:25 PDT",http://feedproxy.google.com/~r/TheHackersNews/~3/XeX9N82Lf38/brazilian-hacker-vandathegod.html,"It's one thing for hackers to target websites and proudly announce it on social media platforms for all to see. It's, however, an entirely different thing to leave a digital trail that leads cybersecurity researchers right to their doorsteps.

That's exactly what happened in the case of a hacktivist under the name of VandaTheGod, who has been attributed to a series of attacks on government",other
126,Chinese Researchers Disrupt Malware Attack That Infected Thousands of PCs,"Wed, 27 May 2020 03:31:37 PDT",http://feedproxy.google.com/~r/TheHackersNews/~3/-MF2wJMUbps/chinese-botnet-malware.html,"Chinese security firm Qihoo 360 Netlab said it partnered with tech giant Baidu to disrupt a malware botnet infecting over hundreds of thousands of systems.

The botnet was traced back to a group it calls ShuangQiang (also called Double Gun), which has been behind several attacks since 2017 aimed at compromising Windows computers with MBR and VBR bootkits, and installing malicious drivers for",other
127,New Android Flaw Affecting Over 1 Billion Phones Let Attackers Hijack Apps,"Tue, 26 May 2020 07:40:30 PDT",http://feedproxy.google.com/~r/TheHackersNews/~3/kQwAPy4FPgM/stranhogg-android-vulnerability.html,"Remember Strandhogg?

A security vulnerability affecting Android that malicious apps can exploit to masquerade as any other app installed on a targeted device to display fake interfaces to the users, tricking them into giving away sensitive information.

Late last year, at the time of its public disclosure, researchers also confirmed that some attackers were already exploiting the flaw in the",vulnerabilities
128,New ComRAT Malware Uses Gmail to Receive Commands and Exfiltrate Data,"Tue, 26 May 2020 06:47:42 PDT",http://feedproxy.google.com/~r/TheHackersNews/~3/3q-UVnrYyXo/gmail-malware-hacker.html,"Cybersecurity researchers today uncovered a new advanced version of ComRAT backdoor, one of the earliest known backdoors used by the Turla APT group, that leverages Gmail's web interface to covertly receive commands and exfiltrate sensitive data.

""ComRAT v4 was first seen in 2017 and known still to be in use as recently as January 2020,"" cybersecurity firm ESET said in a report shared with",data issues
129,New Tool Can Jailbreak Any iPhone and iPad Using An Unpatched 0-Day Bug,"Mon, 25 May 2020 01:02:17 PDT",http://feedproxy.google.com/~r/TheHackersNews/~3/eWqxVGVq6i8/iphone-ios-jailbreak-tools.html,"The hacking team behind the ""unc0ver"" jailbreaking tool has released a new version of the software that can unlock every single iPhone, including those running the latest iOS 13.5 version.

Calling it the first zero-day jailbreak to be released since iOS 8, unc0ver's lead developer Pwn20wnd said ""every other jailbreak released since iOS 9 used 1day exploits that were either patched in the next",other
130,Microsoft Windows Security Updates June 2020 overview,"Tue, 09 Jun 2020 17:27:01 +0000",https://www.ghacks.net/2020/06/09/microsoft-windows-security-updates-june-2020-overview/,"Welcome to the overview of Microsoft's June 2020 security patch day. Microsoft releases security updates for all its products on the second Tuesday of the month. This overview provides you with detailed […]
Thank you for being a Ghacks reader. The post Microsoft Windows Security Updates June 2020 overview appeared first on gHacks Technology News.",other
131,Ghacks Deals: Zinstall FullBack Computer Backup (50% off),"Tue, 09 Jun 2020 15:34:47 +0000",https://www.ghacks.net/2020/06/09/ghacks-deals-zinstall-fullback-computer-backup-50-off/,"Zinstall FullBack is a backup software that is available as a light and a pro version. The main differentiation between both versions is that the Light version supports backing up files on […]
Thank you for being a Ghacks reader. The post Ghacks Deals: Zinstall FullBack Computer Backup (50% off) appeared first on gHacks Technology News.",other
132,Dell and Lenovo publish list of tested devices compatible with Windows 10 version 2004,"Tue, 09 Jun 2020 11:17:04 +0000",https://www.ghacks.net/2020/06/09/dell-and-lenovo-publish-list-of-tested-devices-compatible-with-windows-10-version-2004/,"How do you find out if a particular device is compatible with Microsoft's latest version of Windows 10, Windows 10 version 2004 or the May 2020 update? While you could give it […]
Thank you for being a Ghacks reader. The post Dell and Lenovo publish list of tested devices compatible with Windows 10 version 2004 appeared first on gHacks Technology News.",other
133,Restoring multiple closed tabs will get easier in Firefox 78,"Tue, 09 Jun 2020 05:58:17 +0000",https://www.ghacks.net/2020/06/09/restoring-multiple-closed-tabs-will-get-easier-in-firefox-78/,"Mozilla plans to improve the process of restoring or reopening multiple closed tabs in the web browser in Firefox 78. Firefox users may restore closed tabs either with the keyboard shortcut Ctrl-Shift-T […]
Thank you for being a Ghacks reader. The post Restoring multiple closed tabs will get easier in Firefox 78 appeared first on gHacks Technology News.",other
134,"MiTeC InfoBar displays the system information, weather, an RSS news feed ticker in a status bar interface","Tue, 09 Jun 2020 04:49:42 +0000",https://www.ghacks.net/2020/06/09/mitec-infobar-displays-the-system-information-weather-an-rss-news-feed-ticker-in-a-status-bar-interface/,"Do you keep an eye on your computer's CPU and memory usage? Forget opening the Task Manager from time to time, MiTeC InfoBar displays the system information, weather, an RSS news feed […]
Thank you for being a Ghacks reader. The post MiTeC InfoBar displays the system information, weather, an RSS news feed ticker in a status bar interface appeared first on gHacks Technology News.",other
135,How to jump to the last row with data in Microsoft Excel or Google Spreadsheets,"Mon, 08 Jun 2020 13:24:12 +0000",https://www.ghacks.net/2020/06/08/how-to-jump-to-the-last-row-with-data-in-microsoft-excel-or-google-spreadsheets/,"Tools like Microsoft Excel, LibreOffice Calc, or Google Spreadsheets are widely used both in the business world and also at home. If you work with large tables regularly, you may wonder if […]
Thank you for being a Ghacks reader. The post How to jump to the last row with data in Microsoft Excel or Google Spreadsheets appeared first on gHacks Technology News.",data issues
136,Cloudflare's Speed Test promises better performance insights,"Mon, 08 Jun 2020 11:42:32 +0000",https://www.ghacks.net/2020/06/08/cloudflares-speed-test-promises-better-performance-insights/,"Cloudflare launched Speed Test some time ago; it is an online service that tests various networking related parameters such as the download speed, latency, or jitter. Speed tests are a dime a […]
Thank you for being a Ghacks reader. The post Cloudflare's Speed Test promises better performance insights appeared first on gHacks Technology News.",other
137,"How to display ""most visited pages"" in Firefox's address bar","Mon, 08 Jun 2020 05:49:03 +0000",https://www.ghacks.net/2020/06/08/how-to-display-most-visited-pages-in-firefoxs-address-bar/,"Mozilla released Firefox 77 last week and with it came another change of functionality affecting the web browser's address bar. When you activate the address bar, e.g. by clicking on it, you […]
Thank you for being a Ghacks reader. The post How to display ""most visited pages"" in Firefox's address bar appeared first on gHacks Technology News.",other
138,Add a ton of keyboard shortcuts to Firefox and Chrome with Surfingkeys,"Mon, 08 Jun 2020 04:40:58 +0000",https://www.ghacks.net/2020/06/08/add-a-ton-of-keyboard-shortcuts-to-firefox-and-chrome-with-surfingkeys/,"Do you use keyboard shortcuts while browsing? F5, Ctrl + T, Ctrl + Enter, Backspace are some of the common ones that most users use. If you're a power user, and wanted […]
Thank you for being a Ghacks reader. The post Add a ton of keyboard shortcuts to Firefox and Chrome with Surfingkeys appeared first on gHacks Technology News.",other
139,Windows Update stuck? Here is what you may do to fix it,"Sun, 07 Jun 2020 10:20:50 +0000",https://www.ghacks.net/2020/06/07/windows-update-stuck-here-is-what-you-may-do-to-fix-it/,"Over the years, I ran into several issues regarding updates on Windows devices. A common issue that I experienced regularly was that updates appeared stuck after the initial reboot. Windows would display […]
Thank you for being a Ghacks reader. The post Windows Update stuck? Here is what you may do to fix it appeared first on gHacks Technology News.",other
140,"Batch rename files using search and replace, regex with the SmartRename shell extension","Sun, 07 Jun 2020 06:18:37 +0000",https://www.ghacks.net/2020/06/07/batch-rename-files-using-search-and-replace-regex-with-the-smartrename-shell-extension/,"There are many ways to batch rename files, e.g. by using programs such as Rename Us or Advanced Renamer. But have you considered  using a shell extension program? SmartRename is one such […]
Thank you for being a Ghacks reader. The post Batch rename files using search and replace, regex with the SmartRename shell extension appeared first on gHacks Technology News.",other
141,Drag & drop functionality changes soon in Chromium-based browsers,"Sat, 06 Jun 2020 09:31:14 +0000",https://www.ghacks.net/2020/06/06/drag-drop-functionality-changes-soon-in-chromium-based-browsers/,"Most Internet users know that they can drop files on the browser window to have them displayed by the browser or opened provided that the file type is supported. If you drag […]
Thank you for being a Ghacks reader. The post Drag & drop functionality changes soon in Chromium-based browsers appeared first on gHacks Technology News.",other
142,FalconX revisited: It's now TaskbarX and has some additional options,"Sat, 06 Jun 2020 05:45:56 +0000",https://www.ghacks.net/2020/06/06/falconx-revisited-its-now-taskbarx-and-has-some-additional-options/,"A few months ago, FalconX was updated and was renamed to TaskbarX. It flew under my radar back then , but was updated again about ten days ago, and I decided to […]
Thank you for being a Ghacks reader. The post FalconX revisited: It's now TaskbarX and has some additional options appeared first on gHacks Technology News.",other
143,Firefox 78: Close Multiple Tabs options moved to submenu,"Fri, 05 Jun 2020 13:27:14 +0000",https://www.ghacks.net/2020/06/05/firefox-78-close-multiple-tabs-options-moved-to-submenu/,"Mozilla plans to make a change to the tab right-click menu in the Firefox web browser that moves options to close multiple tabs to a submenu. You get a number of options […]
Thank you for being a Ghacks reader. The post Firefox 78: Close Multiple Tabs options moved to submenu appeared first on gHacks Technology News.",other
144,Tor Browser 9.5 is out with major usability improvements,"Fri, 05 Jun 2020 06:16:06 +0000",https://www.ghacks.net/2020/06/05/tor-browser-9-5-is-out-with-major-usability-improvements/,"Tor Browser 9.5 has been released on June 3, 2020. The new version of the web browser includes security updates and several usability improvements. Tor Browser 9.5 can be downloaded from the […]
Thank you for being a Ghacks reader. The post Tor Browser 9.5 is out with major usability improvements appeared first on gHacks Technology News.",other
145,Save your Firefox tabs in a single-click with Tab Stash,"Fri, 05 Jun 2020 04:56:54 +0000",https://www.ghacks.net/2020/06/05/save-your-firefox-tabs-in-a-single-click-with-tab-stash/,"Managing an open browser session is no easy task. The more tabs you have, the more cluttered it gets, and if you use multiple browser windows, you may realize quickly that most […]
Thank you for being a Ghacks reader. The post Save your Firefox tabs in a single-click with Tab Stash appeared first on gHacks Technology News.",other
146,Ghacks Deals: The Epic Python Developer Certification Bundle (97% off),"Thu, 04 Jun 2020 15:49:05 +0000",https://www.ghacks.net/2020/06/04/ghacks-deals-the-epic-python-developer-certification-bundle-97-off/,"The Epic Python Developer Certification Bundle includes 12 eLearning courses in total that teach Python and Python skills. It includes courses for absolute beginners as well as advanced users, and is available […]
Thank you for being a Ghacks reader. The post Ghacks Deals: The Epic Python Developer Certification Bundle (97% off) appeared first on gHacks Technology News.",other
147,How to block the new Microsoft Edge on Windows 10 devices,"Thu, 04 Jun 2020 11:09:40 +0000",https://www.ghacks.net/2020/06/04/how-to-block-the-new-microsoft-edge-on-windows-10-devices/,"Microsoft started the rollout of the new Microsoft Edge web browser that is based on Chromium via Windows Update this week. It is pushed to Windows 10 devices using Windows Update, but […]
Thank you for being a Ghacks reader. The post How to block the new Microsoft Edge on Windows 10 devices appeared first on gHacks Technology News.",other
148,Thunderbird 68.9.0 is a security and small bug fix release,"Thu, 04 Jun 2020 06:39:24 +0000",https://www.ghacks.net/2020/06/04/thunderbird-68-9-0-is-a-security-and-small-bug-fix-release/,"The team behind the Thunderbird email client has released Thunderbird 68.9.0 Stable to the public. Thunderbird follows the release schedule and versioning of Firefox ESR, Extended Support Release. Mozilla decreased the time […]
Thank you for being a Ghacks reader. The post Thunderbird 68.9.0 is a security and small bug fix release appeared first on gHacks Technology News.",other
149,Wu10Man is an open source tool for disabling Windows 10 Updates,"Thu, 04 Jun 2020 05:30:33 +0000",https://www.ghacks.net/2020/06/04/wu10man-is-an-open-source-tool-for-disabling-windows-10-updates/,"If you've been a regular reader on gHacks, you're probably aware that there are several ways to disable Windows 10 Updates. Options may be available natively and there are also several third-party […]
Thank you for being a Ghacks reader. The post Wu10Man is an open source tool for disabling Windows 10 Updates appeared first on gHacks Technology News.",other
150,"Shoddy US government review of Chinese telcos endangered national security, Senate panel finds","Tue, 09 Jun 2020 19:02:38 +0000",https://www.cyberscoop.com/chinese-telecommunications-national-security-team-telecom-senate/,"For decades, the U.S. government’s process for reviewing the cybersecurity risks of Chinese telecommunications companies operating in the U.S. has been so haphazard that it has “endangered our national security,” a bipartisan Senate review released Tuesday found. The Senate Permanent Subcommittee on Investigations said that the group responsible for these kinds of reviews, made up of national security officials from the Departments of Defense, Homeland Security, and Justice, largely failed to rein in Chinese telecommunications companies because of an “informal” process, insufficient resourcing, and a lack of statutory authority. Federal Communications Commission commissioners have likened the group’s review to an “inextricable black hole,” the report said. As a result of minimal oversight from the group, known as “Team Telecom,” Chinese state-owned telecommunications companies have been able to operate with relative impunity, even as concerns have mounted that Chinese state-owned companies could be enabling espionage backed by the Chinese government within the […]
The post Shoddy US government review of Chinese telcos endangered national security, Senate panel finds appeared first on CyberScoop.",other
151,DHS’s cyber wing pledges to invest more in industrial control systems security,"Tue, 09 Jun 2020 17:21:57 +0000",https://www.cyberscoop.com/dhs-cisa-industrial-control-system-security-strategy/,"The Department of Homeland Security’s cybersecurity division on Tuesday unveiled a strategy to help protect industrial control systems that support energy, transportation, and other critical sectors from being hacked. The goal is to use data analytics, enhanced training, and better technology to help guard U.S. critical infrastructure operators from foreign hacking groups that have shown a steady interest in their networks. “We’re going to ask more of the ICS community, but we’re also going to deliver more to you,” Chris Krebs, head of DHS’s Cybersecurity and Infrastructure Security Agency, said at a virtual meeting of the ICS Joint Working Group, a government-industry initative. A better understanding of cybersecurity risk in the industrial space can lead to “being out in front of the adversary…putting friction into their plans so that they have to…develop new capabilities,” Krebs said. “We’re going to develop deep data capabilities to analyze and deliver information the community […]
The post DHS’s cyber wing pledges to invest more in industrial control systems security appeared first on CyberScoop.",data issues
152,Computer network ‘disruption’ forces Honda to cancel some production,"Tue, 09 Jun 2020 14:03:20 +0000",https://www.cyberscoop.com/honda-ransomware-snake-ekans/,"A “disruption” to Japanese carmaker Honda’s computer network forced the company to cancel some production operations on Monday, according to a company spokesperson. The incident occurred Sunday and Honda’s IT personnel are still responding to the situation, Honda spokesman Chris Abbruzzese told CyberScoop. He declined to answer questions on the cause of the incident or where it was affecting the company geographically. But another statement from Honda to the BBC said the incident has “also [had] an impact on production systems outside of Japan.” Cybersecurity researchers said that malicious software samples associated with the incident suggested a ransomware attack had occurred. Vitali Kremez, a strategic adviser to cybersecurity company SentinelOne, said he suspected a strain of ransomware known as Snake or EKANS was the cause of the incident. The ransomware appears to have been coded to check that it was on Honda’s networks before executing, Kremez said. EKANS ransomware emerged last […]
The post Computer network ‘disruption’ forces Honda to cancel some production appeared first on CyberScoop.",other
153,"Vast hack-for-hire scheme against activists, corporate targets tied to Indian IT firm","Tue, 09 Jun 2020 13:49:42 +0000",https://www.cyberscoop.com/dark-basin-citizen-lab-belltrox-exxon-mobile-hacking/,"An Indian cybersecurity firm operated a widespread hack-for-hire scheme that, for a span of seven years, aimed to steal passwords from journalists, advocacy groups, investment firms and an array of other targets, according to new research. Since 2013, thousands of people throughout the world have been targeted with phishing emails that appeared to come from friends, co-workers, Facebook, pornography websites and other sources. In fact, the emails aimed to trick recipients into providing their username and password to BellTroX InfoTech Services, an Indian security firm that aimed to hack organizations on behalf of its clients, according to the internet watchdog group Citizen Lab, a research group affiliated with the University of Toronto. Citizen Lab did not provide details on the company’s clients, but did count the net neutrality advocacy groups Fight for the Future and the Electronic Frontier Foundation among the intended victims. Environmental groups working on the #ExxonKnew campaign, which […]
The post Vast hack-for-hire scheme against activists, corporate targets tied to Indian IT firm appeared first on CyberScoop.",phishing
154,"Facebook sues to stop domain scammers from impersonating Instagram, WhatsApp sites","Mon, 08 Jun 2020 20:15:35 +0000",https://www.cyberscoop.com/facebook-lawsuit-scam-instagram-hijack/,"Facebook has filed a lawsuit meant to stop scammers from using its name to try stealing from web users. In a lawsuit filed Monday in a Virginia court, the company sued 12 websites registered by Compsys Domain Solutions Private Ltd., an Indian proxy service. With names like InstagramHijack.com, Videocall-WhatsApp.com and Facebook-Verify-Inc.com, the sites were meant to deceive users and boost internet fraud operations, Facebook alleged. The websites either were offline or included copyright advisories at press time. Although those web URLs are clunky, they look close enough to legitimate addresses to fool people, apparently. Facebook did not specify how the Compsys-registered sites were being used prior to its suit Monday. Phishing operations are one possible use. Anyone who visits a site that appears nearly identical to a true Facebook page, for instance, would be more likely to enter their username or password. It’s the latest example of U.S. companies going to court […]
The post Facebook sues to stop domain scammers from impersonating Instagram, WhatsApp sites appeared first on CyberScoop.",other
155,DARPA invites hackers to break hardware to make it more secure,"Mon, 08 Jun 2020 18:59:25 +0000",https://www.cyberscoop.com/darpa-bug-bounty-hardware-synack/,"For more than two years, the Pentagon’s research arm has been working with engineers to beef up the security of computer chips before they get deployed in weapons systems or other critical technologies. Now, the research arm — the Defense Advanced Research Projects Agency (DARPA) — is turning the hardware over to elite white-hat hackers who can earn up to $25,000 for bugs they find. The goal is to throw an array of attacks at the hardware so its foundations are more secure before production. “We need the researchers to really roll their sleeves up and dig into what we’re doing and try to break it,” said Keith Rebello, a DARPA program manager. Hardware hacks often involve identifying vulnerabilities in how a computer chip handles information, like the flaw uncovered in Intel microprocessors in March that could have allowed attackers to run malicious code early in the boot process. While software bug bounties are ubiquitous in […]
The post DARPA invites hackers to break hardware to make it more secure appeared first on CyberScoop.",other
156,"Coronavirus conspiracy theorists threaten 5G cell towers, DHS memo warns","Mon, 08 Jun 2020 12:10:31 +0000",https://www.cyberscoop.com/5g-cell-towers-attacks-dhs-coronavirus/,"Telecommunications providers should have robust security measures in place at 5G cell towers following a series of physical attacks from conspiracy theorists and other extremists, the Department of Homeland Security advised industry executives in a confidential memo last week. The advisory from DHS’s Cybersecurity and Infrastructure Security Agency (CISA) comes after a spate of attacks on cell towers in Europe, and as agency officials reckon with other COVID-19-related threats, ranging from data theft to fraud. “While the U.S. has not seen similar levels of attacks against 5G infrastructure linked to the pandemic, the tactics used in Western Europe [have] begun to migrate to the U.S,” says the memo, obtained by CyberScoop. Conspiracy theorists erroneously claim that 5G networking equipment weakens the immune system, or spreads coronavirus. The anti-5G fervor has perhaps been at its most destructive in the United Kingdom, where people have damaged more than 70 cell towers since the coronavirus outbreak. But multiple incidents in the U.S. […]
The post Coronavirus conspiracy theorists threaten 5G cell towers, DHS memo warns appeared first on CyberScoop.",data issues
157,Hackers target senior executives at German company procuring PPE,"Mon, 08 Jun 2020 10:00:24 +0000",https://www.cyberscoop.com/germany-ppe-coronavirus-hackers-ibm/,"On March 30, as the novel coronavirus swept through Germany, the country’s government tasked nine multinational companies, including pharmaceutical giant Bayer and automaker Volkswagen, with procuring personal protective equipment to make up for a lack of gear. The same day, unidentified hackers began an intensive phishing campaign to infiltrate at least one of those nine firms, according to research published Monday by IBM. The findings show how multiple aspects of societies’ response to the coronavirus — from testing facilities to vaccine research to PPE procurement — have been targeted by hackers of various stripes. The phishing attempts against the unnamed German company, which are ongoing, have extended to more than 100 senior management and procurement executives at the company and its suppliers in multiple sectors, according to IBM. It is unclear if the hacking has been successful, or who is responsible (IBM researchers weren’t sure). What is clear is that […]
The post Hackers target senior executives at German company procuring PPE appeared first on CyberScoop.",phishing
